text,intent,slot_tags
which courses would you recommend if you wanted to learn how to use a computer?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how many calories does jumping up and down burn,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"i have a rash, what can i use for it",oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
do you have any suggestions for courses with a duration of less than 4 months?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
what dog breed sold the most in 2018,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how is it going my friend,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
that you so much for the help,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you recommend an intermediate level artificial intelligence course?,recommend,"['O', 'O', 'O', 'O', 'B-level', 'O', 'B-topic', 'I-topic', 'O', 'O']"
do you recommend courses from nicholas renotte?,recommend,"['O', 'O', 'O', 'O', 'O', 'B-institution', 'I-institution', 'O']"
compare prices of malt-o-meal to kelloggs,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
well hello,courtesy,"['O', 'O']"
what is the best natural language processing (nlp) course that has a rating of greater than 4.0?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'I-rating', 'O']"
report outage to my electric provider,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
how difficult is the statistical inference for estimation in data science course?,details,"['O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
are there any cybersecurity jobs available in pittsburgh,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'll talk to you later ai,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
your answer pleased me,courtesy,"['O', 'O', 'O', 'O']"
"how can i join the full stack for front-end engineers, v2 course? please provide details on the course's link, start date.",details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'O']"
what year was shawshank redemption released,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
i thank you,courtesy,"['O', 'O', 'O']"
it was nice to talk it out with you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is it possible to recommend a course with a start date of july 15 and a rating of above 3.5 from udemy?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O', 'B-provider', 'O']"
how do i stop my child from setting small animals on fire for amusement,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is the technical web testing 101 course self-paced?,details,"['O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O']"
what data analysis courses have a rating of 4.5 and a duration of less than 4 months?,recommend,"['O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
many thank,courtesy,"['O', 'O']"
what courses are available with a rating of greater than 4.0 and a start date of june 1 from creativelive?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'I-rating', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'B-provider', 'O']"
can you tell me the purpose of a safe deposit box,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
special thanks to you,courtesy,"['O', 'O', 'O', 'O']"
what are puffins,oos,"['O', 'O', 'O']"
how much is the developing learning resources for unreal engine - unreal educator livestream course?,details,"['O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
can you recommend a course that starts flexible and has a high rating?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
how can i join the cloud functions: 3 ways: challenge lab course?,details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
how do i enroll in the creating custom data types with go course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
do you have any terraform courses with a rating of above 3.5 that are priced at $7880?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
help me find a new position as a programmer,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"howdy, what's new",courtesy,"['O', 'O', 'O', 'O', 'O']"
thanks that was really helpful,courtesy,"['O', 'O', 'O', 'O', 'O']"
the coding interview jumpstart is a problem solving course.,details,"['O', 'B-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'I-course_name', 'I-course_name', 'O', 'O']"
hello there,courtesy,"['O', 'O']"
is marijuana addictive,oos,"['O', 'O', 'O']"
how many years do you need to be in the army to get a college tuition,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how's it going with you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
is k-12 education required outside of the united states,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
bye-bye,courtesy,['O']
can you tell me about the duration and pricing of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are bbc headlinesi,oos,"['O', 'O', 'O', 'O']"
can you tell me when the course starts and how i can enroll?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
when was the last time the president visited floridau,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you give me the standard tuning notes,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tell me more about the course.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm interested in a course that lasts less than 4 months.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
what are the best courses for june 1?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O']"
hey what's up,courtesy,"['O', 'O', 'O', 'O']"
the topics covered in the microsoft azure solutions architect: design for high availability course could be explained by you.,details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how goes it,courtesy,"['O', 'O', 'O']"
"thanks, that's helpful",courtesy,"['O', 'O', 'O', 'O', 'O']"
is there a deadline to enroll in the pose estimation with the fastest python deep learning model - movenet lightning course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what year was star trek released,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
"has there ever been total world peace, where no nations in the world are at war",oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
see ya,courtesy,"['O', 'O']"
goodbye,courtesy,['O']
"that's all i need, i'm going now",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a course that lasts 2 months and has less than 500 reviews.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O']"
what are the options for a short course?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'O', 'O']"
are you good,courtesy,"['O', 'O', 'O']"
how do i make my android phone more secure,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you recommend a course with a low rating?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
how is my driving,oos,"['O', 'O', 'O', 'O']"
can you tell me about the start date and certification of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O']"
so how is everything,courtesy,"['O', 'O', 'O', 'O']"
i'm curious about the duration and rating of the course.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
where did mandarin originate from,oos,"['O', 'O', 'O', 'O', 'O']"
oh sweet thanks,courtesy,"['O', 'O', 'O']"
is it possible to enroll in the amazon web services - learning and implementing aws solution course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
are indians nowadays reminiscent of a decade ago,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what topics are covered in the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
are there any apartments for rent nearby,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you recommend a certified beginner course on amazon web services (aws) with a link to more details?,recommend,"['O', 'O', 'O', 'O', 'B-certified', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what's the definition of nuclear engineering,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are the best courses for web development with a start date that is flexible?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'O']"
it was really nice to be able to chat with you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i owe you one!,courtesy,"['O', 'O', 'O', 'O', 'O']"
"thanks for chatting, later",courtesy,"['O', 'O', 'O', 'O', 'O']"
i'd like to know how you are doing,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is it possible to recommend a certified beginner course on machine learning?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'O']"
ahoy hoy,courtesy,"['O', 'O']"
how much does the course cost?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
i am grateful for the help,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
will the anti-vaxxers die off if no one gives them vaccines,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
do you recommend courses from material design?,recommend,"['O', 'O', 'O', 'O', 'O', 'B-institution', 'I-institution', 'O']"
how much is the microsoft azure administrator: implement and manage virtual networking course?,details,"['O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
what is the price to buy more data on my phone,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are the topics covered in the course?,details,"['O', 'O', 'B-course_name', 'O', 'O', 'O', 'I-course_name', 'O', 'O']"
good bye,courtesy,"['O', 'O']"
can you give us more information about the duration and pricing of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a course that has a rating of at least 5 from futurelearn.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-provider', 'O']"
can you suggest a certified intermediate certified ethical hacker (ceh) course with a rating of greater than 4.0 taught by programming with mosh,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'B-level', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'I-topic', 'O', 'I-institution', 'O', 'O', 'O', 'B-rating', 'I-rating', 'I-rating', 'O', 'O', 'B-institution', 'I-institution', 'I-institution']"
find out for me what kind of benefits military veterans have after retirement,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"i need help enrolling in the cakephp 3 tutorial with user authentication and admin course. what are the details regarding its start date, duration?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
there is a data analysis course that has a 3.8 rating that will start on july 15.,recommend,"['O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O']"
how long does it take the irs to issue a tax refund,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tell me about the linux: desktops and remote access course.,details,"['O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
always nice to talk to you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
suggest some courses from juniper networks that have good reviews by less than 500 students and have a duration of less than 30 minutes.,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'B-num_rating', 'B-rating', 'I-num_rating', 'O', 'O', 'O', 'O', 'O', 'O', 'I-num_rating', 'I-rating', 'O', 'O', 'O']"
can you help me study for a history exam,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell us more about the machine learning in the enterprise course provider?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O']"
how are things treating you,courtesy,"['O', 'O', 'O', 'O', 'O']"
"wake up, ai",courtesy,"['O', 'O', 'O', 'O']"
can you tell me local crime in my area,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is the friendliest breed,oos,"['O', 'O', 'O', 'O', 'O']"
what's a puffin's natural habitat,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
bye bye!,courtesy,"['O', 'O', 'O']"
can you recommend a course with a duration of 4 weeks and a link to more information?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you suggest courses with a rating of less than 3.8 that are offered by udemy?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O', 'O', 'O', 'O', 'B-provider', 'O']"
what's the blue book value of my car,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tell me how much energy i have consumed so far this year,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me when the course starts and how i can enroll?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
talk later,courtesy,"['O', 'O']"
does the advanced bash automation for web developers course offer a certification? what is the level and the duration of the course?,details,"['O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is there a short course you could suggest?,recommend,"['O', 'O', 'O', 'B-duration', 'O', 'O', 'O', 'O', 'O']"
is there an intermediate course on the course that has a duration of short and a rating of low?,recommend,"['O', 'O', 'O', 'B-level', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'O', 'O', 'O', 'O', 'B-rating', 'O']"
what is the certification for the computer science - a guide for the perplexed class?,details,"['O', 'O', 'I-course_name', 'B-certified', 'I-course_name', 'I-course_name', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
suggest a unreal engine course with a duration of 4 weeks that is certified and costs $8469. it should be rated by more than 1500 peope,recommend,"['O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'B-certified', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'O', 'O', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O']"
does the course offer a certification?,details,"['O', 'O', 'O', 'O', 'O', 'B-certified', 'O']"
"i want to know the start date, duration, and rating of the designing event-driven applications using apache kafka course.",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
how is my ai doing,courtesy,"['O', 'O', 'O', 'O', 'O']"
thank you for your time,courtesy,"['O', 'O', 'O', 'O', 'O']"
what universities are nearby to me and highly rated,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what does it mean to be an alpha male,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
which element on the periodic table is k,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
the ccsp: cloud risk and compliance course has ratings.,details,"['O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O']"
can you find the answer to number 26 in this algebra two textbook,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you recommend a course with a high rating?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
